Departamento,Provincia,Distrito,Latitud,Longitud
AREQUIPA,CONDESUYOS,SALAMANCA,-15.40616713,-72.69744348
AREQUIPA,CASTILLA,TIPAN,-15.75076776,-72.49968363
PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,-5.024077978,-79.36571819
PUNO,HUANCANE,HUATASANI,-15.01893017,-69.79961624
PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,-15.02999534,-70.3227288
AYACUCHO,CANGALLO,LOS MOROCHUCOS,-13.49422596,-74.22566149
AYACUCHO,VILCAS HUAMAN,VISCHONGO,-13.55371079,-74.01369109
AYACUCHO,CANGALLO,CHUSCHI,-13.49313071,-74.43620542
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,-5.838841929,-78.43999983
PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,-10.53577457,-76.44799217
PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,-10.56290519,-76.57244654
PASCO,OXAPAMPA,OXAPAMPA,-10.6504221,-75.37082114
PASCO,OXAPAMPA,VILLA RICA,-10.6341979,-75.17591413
PASCO,OXAPAMPA,HUANCABAMBA,-10.39049305,-75.6386674
PASCO,OXAPAMPA,POZUZO,-10.13271851,-75.58627194
LIMA,HUAURA,HUALMAY,-11.09277772,-77.60695152
LIMA,YAUYOS,CACRA,-12.76622586,-75.74796848
LIMA,CANTA,HUAROS,-11.40131319,-76.5023986
UCAYALI,CORONEL PORTILLO,CAMPOVERDE,-8.520567089,-74.84550714
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,-8.163132548,-75.01476728
AMAZONAS,BAGUA,COPALLIN,-5.647704897,-78.39975671
AREQUIPA,CARAVELI,LOMAS,-15.38676192,-74.9351417
AREQUIPA,CARAVELI,YAUCA,-15.63352175,-74.42876842
AREQUIPA,CASTILLA,APLAO,-16.02723748,-72.5682329
AREQUIPA,CASTILLA,HUANCARQUI,-16.01240118,-72.36818693
CAJAMARCA,SAN MIGUEL,SAN GREGORIO,-7.117980665,-79.16097838
LAMBAYEQUE,CHICLAYO,ETEN,-6.930483384,-79.81578807
LAMBAYEQUE,CHICLAYO,SANTA ROSA,-6.880746044,-79.90425975
LIMA,OYON,CAUJUL,-10.75640129,-76.98668703
LIMA,BARRANCA,PARAMONGA,-10.48644965,-77.74216593
LIMA,BARRANCA,SUPE,-10.80961154,-77.56230614
LIMA,BARRANCA,SUPE PUERTO,-10.78524661,-77.72568019
ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,-10.30994905,-77.15975893
ANCASH,BOLOGNESI,COLQUIOC,-10.30139189,-77.58553422
ANCASH,BOLOGNESI,MANGAS,-10.36092794,-77.10474595
ANCASH,HUARAZ,INDEPENDENCIA,-9.471358756,-77.48471547
ANCASH,ANTONIO RAYMONDI,MIRGAS,-9.116037133,-77.11292422
ANCASH,CORONGO,CORONGO,-8.548915063,-77.9290331
AREQUIPA,CAYLLOMA,COPORAQUE,-15.59132432,-71.64122669
AREQUIPA,CAYLLOMA,HUAMBO,-15.79625036,-72.16048332
AREQUIPA,CAYLLOMA,LARI,-15.47994757,-71.76044553
AREQUIPA,LA UNION,COTAHUASI,-15.27631582,-72.86145985
AREQUIPA,LA UNION,TOMEPAMPA,-15.21326777,-72.78530306
AREQUIPA,AREQUIPA,QUEQUEÑA,-16.54417531,-71.44321303
AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,-16.19384603,-71.0971199
AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,-16.26768953,-72.06322509
AREQUIPA,AREQUIPA,SOCABAYA,-16.47364201,-71.53467983
AREQUIPA,CAMANA,JOSE MARIA QUIMPER,-16.59649026,-72.73660621
AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,-16.07826272,-73.1361179
AREQUIPA,CAMANA,MARISCAL CACERES,-16.4556299,-72.83225799
AREQUIPA,CAMANA,OCOÑA,-16.27798732,-73.01092148
AREQUIPA,CARAVELI,ACARI,-15.34167478,-74.55824308
CUSCO,CUSCO,WANCHAQ,-13.53168206,-71.95067644
AREQUIPA,AREQUIPA,PAUCARPATA,-16.42005016,-71.47798188
AREQUIPA,ISLAY,ISLAY,-16.87633462,-72.10223262
AYACUCHO,HUANTA,UCHURACCAY,-12.78453302,-74.09318007
CUSCO,LA CONVENCION,INKAWASI,-13.3019399,-73.20897795
CUSCO,LA CONVENCION,VILLA VIRGEN,-13.05438912,-73.33976472
APURIMAC,CHINCHEROS,CHINCHEROS,-13.5186388,-73.74817707
PIURA,HUANCABAMBA,HUANCABAMBA,-5.196885811,-79.49733114
PIURA,MORROPON,LA MATANZA,-5.367701934,-80.08286948
PIURA,PIURA,CATACAOS,-5.470512423,-80.3651408
PIURA,PIURA,PIURA,-5.081990848,-80.65852717
PIURA,AYABACA,PACAIPAMPA,-4.946452518,-79.65028296
PIURA,AYABACA,FRIAS,-4.927298845,-79.97101726
PIURA,SULLANA,IGNACIO ESCUDERO,-4.826733529,-80.88564645
PIURA,AYABACA,LAGUNAS,-4.780739897,-79.85387005
PIURA,PIURA,LAS LOMAS,-4.692129446,-80.22783801
PIURA,AYABACA,AYABACA,-4.686626182,-79.6064797
PIURA,AYABACA,SUYO,-4.461366878,-80.06272519
PIURA,TALARA,PARIÑAS,-4.498848759,-81.04352954
PIURA,TALARA,LOBITOS,-4.403017165,-81.20242492
PIURA,TALARA,MANCORA,-4.147815631,-81.00896001
AYACUCHO,HUANTA,CHACA,-12.78351872,-74.1915595
HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,-9.207719722,-76.03849507
CUSCO,LA CONVENCION,ECHARATE,-12.41823039,-72.9831245
UCAYALI,ATALAYA,SEPAHUA,-11.08370383,-72.81384006
HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,-9.082254384,-76.00144304
AREQUIPA,CAYLLOMA,ACHOMA,-15.82214096,-71.69584461
AREQUIPA,AREQUIPA,CHIGUATA,-16.37562733,-71.35861433
AREQUIPA,AREQUIPA,LA JOYA,-16.58843967,-71.79579954
PUNO,EL COLLAO,CAPAZO,-17.10984906,-69.70201668
PUNO,CHUCUITO,PISACOMA,-16.93126116,-69.44769514
PUNO,YUNGUYO,ANAPIA,-16.3253835,-68.87882683
PUNO,CHUCUITO,JULI,-16.32871793,-69.50292585
PUNO,LAMPA,LAMPA,-15.35598027,-70.41090311
PUNO,HUANCANE,TARACO,-15.30809564,-69.92753483
PUNO,AZANGARO,SAMAN,-15.26984836,-70.01685142
PUNO,PUNO,PUNO,-15.90500303,-70.06367707
PUNO,PUNO,PAUCARCOLLA,-15.72628839,-70.06714578
PUNO,PUNO,VILQUE,-15.78021675,-70.2631558
PUNO,PUNO,AMANTANI,-15.70475822,-69.7004329
PUNO,SAN ROMAN,CABANILLAS,-15.85336853,-70.62245723
PUNO,MOHO,TILALI,-15.49167829,-69.3420775
PUNO,LAMPA,CABANILLA,-15.56937578,-70.39008997
PUNO,SAN ROMAN,JULIACA,-15.4599002,-70.21545015
PUNO,AZANGARO,ARAPA,-15.090044,-70.08460964
PUNO,LAMPA,OCUVIRI,-15.18291752,-70.85010516
PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,-14.84696818,-69.63931128
PUNO,MELGAR,AYAVIRI,-14.93155484,-70.60575815
PUNO,AZANGARO,MUÑANI,-14.68576609,-69.9802697
PUNO,MELGAR,ORURILLO,-14.68627846,-70.48763652
PUNO,SANDIA,PATAMBUCO,-14.31010689,-69.6312351
PUNO,MELGAR,NUÑOA,-14.35679673,-70.67058667
PUNO,SANDIA,SANDIA,-14.29193139,-69.43696048
PUNO,SANDIA,QUIACA,-14.46727349,-69.35618992
PUNO,CARABAYA,AJOYANI,-14.17403615,-70.22689191
PUNO,SANDIA,ALTO INAMBARI,-14.0319795,-69.33441867
PUNO,CARABAYA,OLLACHEA,-13.74161434,-70.54126219
ANCASH,PALLASCA,PAMPAS,-8.138514858,-77.79885393
ANCASH,PALLASCA,SANTA ROSA,-8.568456668,-78.13844293
ANCASH,POMABAMBA,PAROBAMBA,-8.612757491,-77.39531873
HUANUCO,HUAMALIES,SINGA,-9.362765265,-76.83571096
HUANUCO,LEONCIO PRADO,RUPA-RUPA,-9.190381948,-76.10427339
HUANUCO,DOS DE MAYO,MARIAS,-9.546918859,-76.42351378
HUANUCO,HUAMALIES,JACAS GRANDE,-9.515195744,-76.66841098
HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,-9.360432253,-75.77538684
HUANUCO,HUAMALIES,ARANCAY,-9.137409784,-76.73375549
HUANUCO,AMBO,AMBO,-10.15013876,-76.14117733
HUANUCO,AMBO,CAYNA,-10.21521337,-76.37060185
HUANUCO,PUERTO INCA,TOURNAVISTA,-9.001298389,-74.86639007
JUNIN,CHANCHAMAYO,PERENE,-10.94028185,-75.07595885
JUNIN,CHANCHAMAYO,PICHANAQUI,-11.02502977,-74.86876506
JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,-10.84328026,-75.27276689
LIMA,HUAURA,LEONCIO PRADO,-11.05080925,-76.91853999
LIMA,YAUYOS,YAUYOS,-12.47257331,-75.9551075
LIMA,YAUYOS,ALIS,-12.28878263,-75.70396486
ANCASH,CASMA,CASMA,-9.518150872,-78.22319843
ANCASH,CASMA,BUENA VISTA ALTA,-9.372987771,-78.14271068
ANCASH,OCROS,SAN PEDRO,-10.47472393,-77.56887137
ANCASH,RECUAY,COTAPARACO,-9.937555284,-77.5409314
ANCASH,YUNGAY,YUNGAY,-9.093486438,-77.66640122
ANCASH,YUNGAY,CASCAPARA,-9.316127045,-77.83271319
ANCASH,HUARAZ,COLCABAMBA,-9.576326209,-77.82164009
ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,-9.011205715,-77.16957373
ANCASH,HUAYLAS,YURACMARCA,-8.761950328,-77.74114476
ANCASH,MARISCAL LUZURIAGA,CASCA,-8.82313857,-77.38766411
ANCASH,MARISCAL LUZURIAGA,LLAMA,-8.909570894,-77.29014068
ANCASH,PALLASCA,BOLOGNESI,-8.342726645,-78.0699625
ANCASH,HUARI,HUARI,-9.32314032,-77.23289589
ANCASH,HUARI,CHAVIN DE HUANTAR,-9.655431962,-77.21172458
ANCASH,HUARI,HUACACHI,-9.308539807,-76.92963218
ANCASH,HUARI,HUACCHIS,-9.188562874,-76.80892067
ANCASH,HUARI,HUACHIS,-9.426390309,-77.07815256
ANCASH,OCROS,CONGAS,-10.31937265,-77.42408169
ANCASH,PALLASCA,HUACASCHUQUE,-8.302836651,-77.99236628
ANCASH,PALLASCA,LACABAMBA,-8.265803452,-77.90553175
ANCASH,POMABAMBA,QUINUABAMBA,-8.70232582,-77.34369441
ANCASH,SANTA,CACERES DEL PERU,-8.961001499,-78.07641492
ANCASH,SANTA,MACATE,-8.776546589,-78.12199017
ANCASH,SIHUAS,SIHUAS,-8.540291179,-77.61543489
ANCASH,SIHUAS,CASHAPAMPA,-8.587811063,-77.65320529
ANCASH,SIHUAS,CHINGALPO,-8.3628761,-77.64598364
ANCASH,SIHUAS,QUICHES,-8.3959793,-77.50975553
LIMA,CAJATAMBO,HUANCAPON,-10.52169191,-77.10893262
LIMA,CAJATAMBO,MANAS,-10.6123677,-77.22080863
LIMA,HUAURA,CHECRAS,-10.92169775,-76.85548041
LIMA,HUAURA,SANTA LEONOR,-10.96275516,-76.67122216
LIMA,CAJATAMBO,CAJATAMBO,-10.4551401,-76.94383975
LIMA,CAJATAMBO,COPA,-10.36447957,-77.02337878
LA LIBERTAD,TRUJILLO,EL PORVENIR,-8.05161327,-78.99596027
CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,-6.174218851,-78.60009262
CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,-6.279100597,-78.57875656
CAJAMARCA,CUTERVO,SOCOTA,-6.287364699,-78.69672421
CAJAMARCA,CHOTA,CHIMBAN,-6.284590816,-78.44814489
CAJAMARCA,CHOTA,LAJAS,-6.574493223,-78.72756671
CAJAMARCA,CHOTA,PION,-6.184196218,-78.47818178
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,-6.627556482,-78.94191558
CAJAMARCA,SAN IGNACIO,SAN IGNACIO,-5.140403805,-79.00789547
CAJAMARCA,JAEN,SAN JOSE DEL ALTO,-5.517367024,-79.05505799
CAJAMARCA,JAEN,CHONTALI,-5.633937331,-79.13335355
TUMBES,TUMBES,CORRALES,-3.599577125,-80.50301348
TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,-4.040987548,-80.89068454
TUMBES,ZARUMILLA,ZARUMILLA,-3.464401435,-80.30138997
CAJAMARCA,CELENDIN,CELENDIN,-6.774947189,-78.11727748
CAJAMARCA,CUTERVO,CUTERVO,-6.380199119,-78.8330009
CAJAMARCA,CUTERVO,QUEROCOTILLO,-6.196786204,-79.09163721
CAJAMARCA,HUALGAYOC,BAMBAMARCA,-6.69306775,-78.47950012
CAJAMARCA,CHOTA,CHOTA,-6.559980144,-78.64275025
CAJAMARCA,CHOTA,CHADIN,-6.439864886,-78.41279253
CAJAMARCA,CHOTA,CONCHAN,-6.470608523,-78.60245057
CAJAMARCA,SANTA CRUZ,NINABAMBA,-6.695731612,-78.76868886
LIMA,LIMA,LURIGANCHO,-11.95574569,-76.79420735
LIMA,LIMA,SAN BORJA,-12.0975356,-76.99526273
LIMA,LIMA,SAN MIGUEL,-12.07659875,-77.09008964
LIMA,LIMA,RIMAC,-12.02359745,-77.03258791
LIMA,LIMA,INDEPENDENCIA,-11.98747733,-77.04600844
LIMA,LIMA,SAN ISIDRO,-12.09900105,-77.03677239
LIMA,LIMA,BARRANCO,-12.144073,-77.02087866
AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,-13.15459377,-74.20020089
JUNIN,YAULI,MOROCOCHA,-11.54454066,-76.12332403
HUANUCO,HUANUCO,HUANUCO,-9.896570951,-76.29669725
HUANUCO,HUANUCO,CHURUBAMBA,-9.685260928,-76.26572932
HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,-10.07852519,-76.42182226
HUANUCO,HUANUCO,YACUS,-9.946054455,-76.51124611
HUANUCO,DOS DE MAYO,CHUQUIS,-9.648277371,-76.6323299
HUANUCO,PACHITEA,PANAO,-10.14836142,-75.89673833
HUANUCO,YAROWILCA,CHACABAMBA,-9.900566707,-76.63213797
HUANUCO,YAROWILCA,PAMPAMARCA,-9.765885769,-76.70775403
HUANUCO,LAURICOCHA,QUEROPALCA,-10.18751412,-76.86585863
HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,-9.978370886,-76.62751197
HUANUCO,PACHITEA,CHAGLLA,-9.737160151,-75.79755351
HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,-9.79337578,-76.31265516
HUANUCO,DOS DE MAYO,SILLAPATA,-9.793825865,-76.76686292
HUANUCO,PACHITEA,UMARI,-9.868127439,-76.0279003
HUANUCO,LAURICOCHA,BAÑOS,-10.10736975,-76.78386319
HUANUCO,LAURICOCHA,RONDOS,-9.968491966,-76.72044631
HUANUCO,HUAMALIES,MONZON,-9.331107092,-76.38787762
HUANUCO,HUAMALIES,PUNCHAO,-9.441461266,-76.83648983
HUANUCO,HUAMALIES,PUÑOS,-9.503083833,-76.89689958
HUANUCO,HUAMALIES,TANTAMAYO,-9.375572518,-76.6700221
HUANUCO,HUACAYBAMBA,HUACAYBAMBA,-8.958639021,-76.83929971
HUANUCO,PUERTO INCA,HONORIA,-8.713865044,-74.69684137
JUNIN,JUNIN,ULCUMAYO,-10.90446737,-75.68396401
HUANUCO,PUERTO INCA,YUYAPICHIS,-9.647378779,-74.99848636
LORETO,UCAYALI,CONTAMANA,-7.781158975,-75.34940347
LORETO,UCAYALI,PADRE MARQUEZ,-7.879403454,-74.91431731
SAN MARTIN,PICOTA,CASPISAPA,-6.920506408,-76.4220118
APURIMAC,COTABAMBAS,COTABAMBAS,-13.75128254,-72.34128634
APURIMAC,CHINCHEROS,URANMARCA,-13.66845913,-73.65250143
APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,-13.66115706,-73.54626955
APURIMAC,ABANCAY,TAMBURCO,-13.57813682,-72.8719639
CUSCO,CHUMBIVILCAS,CAPACMARCA,-14.04383363,-71.99348656
CUSCO,CHUMBIVILCAS,CHAMACA,-14.33442058,-71.87691331
CUSCO,CANAS,LAYO,-14.52879822,-71.09196481
CUSCO,CANCHIS,CHECACUPE,-14.00593895,-71.06678688
CUSCO,ACOMAYO,POMACANCHI,-14.0536365,-71.62389835
AYACUCHO,LUCANAS,LEONCIO PRADO,-14.67148132,-74.61572252
AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,-15.26182352,-73.21865253
AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,-15.3207077,-73.35793184
AYACUCHO,PARINACOCHAS,PUYUSCA,-15.28208126,-73.5976264
AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,-15.02305103,-73.11859876
AYACUCHO,PAUCAR DEL SARA SARA,COLTA,-15.12776185,-73.25057106
AYACUCHO,PARINACOCHAS,CHUMPI,-15.10581617,-73.69992846
AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,-15.00583757,-73.36319138
AYACUCHO,LUCANAS,CHAVIÑA,-14.98272517,-73.88366554
AYACUCHO,HUANCA SANCOS,SACSAMARCA,-13.98397544,-74.22256312
LIMA,HUARAL,PACARAOS,-11.12714242,-76.66484449
LIMA,YAUYOS,ALLAUCA,-12.6400707,-76.03835785
LIMA,YAUYOS,HUAÑEC,-12.2748033,-76.07949785
LIMA,YAUYOS,MADEAN,-12.96113965,-75.69833499
LIMA,YAUYOS,QUINCHES,-12.31154747,-76.09174035
LIMA,YAUYOS,TAURIPAMPA,-12.68317483,-76.18144406
CALLAO,CALLAO,LA PUNTA,-12.07166458,-77.16283145
ICA,CHINCHA,CHINCHA ALTA,-13.32453395,-76.03455428
JUNIN,HUANCAYO,EL TAMBO,-11.97195494,-75.16108842
LIMA,LIMA,PUENTE PIEDRA,-11.87208846,-77.08676868
LIMA,LIMA,SAN MARTIN DE PORRES,-11.99276597,-77.08850444
LIMA,LIMA,COMAS,-11.92909986,-77.03891613
LIMA,LIMA,LA MOLINA,-12.08799934,-76.92589846
ANCASH,CORONGO,YUPAN,-8.641490727,-77.97009542
ANCASH,OCROS,COCHAS,-10.64925607,-77.48702968
CAJAMARCA,CONTUMAZA,CUPISNIQUE,-7.373465576,-79.06657165
ANCASH,AIJA,SUCCHA,-9.838001906,-77.63576165
ANCASH,HUARI,RAPAYAN,-9.272109268,-76.77665516
ANCASH,HUARMEY,CULEBRAS,-9.822733905,-78.10360025
ANCASH,HUARMEY,HUAYAN,-9.897480906,-77.74462526
ANCASH,HUAYLAS,CARAZ,-9.022519442,-77.74977417
ANCASH,AIJA,LA MERCED,-9.703052595,-77.61542308
ANCASH,ANTONIO RAYMONDI,ACZO,-9.220128397,-76.99862086
ANCASH,ANTONIO RAYMONDI,CHACCHO,-9.027738944,-77.07204228
ANCASH,CARHUAZ,CARHUAZ,-9.293596585,-77.63963603
ANCASH,CARHUAZ,ATAQUERO,-9.29019361,-77.7292992
ANCASH,CARHUAZ,MARCARA,-9.303713503,-77.49553824
ANCASH,CARHUAZ,PARIAHUANCA,-9.35601871,-77.57419628
ANCASH,HUARAZ,HUARAZ,-9.570416218,-77.47153696
ANCASH,HUARAZ,HUANCHAY,-9.731056538,-77.81933298
ANCASH,HUARAZ,PARIACOTO,-9.481228606,-77.79461688
ANCASH,HUARAZ,TARICA,-9.392606743,-77.48202778
JUNIN,CONCEPCION,MATAHUASI,-11.8818464,-75.35743387
JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,-11.86993057,-75.30684548
JUNIN,JAUJA,PACCHA,-11.8800486,-75.53342548
JUNIN,JAUJA,APATA,-11.68067411,-75.2725207
JUNIN,JAUJA,MUQUIYAUYO,-11.83504528,-75.45936413
JUNIN,JAUJA,EL MANTARO,-11.81783183,-75.39157056
JUNIN,JAUJA,HUAMALI,-11.78962905,-75.40409053
JUNIN,JAUJA,ATAURA,-11.79546433,-75.44709426
JUNIN,JAUJA,LLOCLLAPAMPA,-11.83484137,-75.62504884
JUNIN,JAUJA,HUERTAS,-11.76438393,-75.4667396
JUNIN,JAUJA,JULCAN,-11.75425547,-75.42888551
JUNIN,JAUJA,PACA,-11.68316981,-75.52845084
JUNIN,JAUJA,YAULI,-11.67884796,-75.47134691
JUNIN,JAUJA,TUNAN MARCA,-11.70682119,-75.5947375
JUNIN,YAULI,HUAY-HUAY,-11.71713683,-75.96533155
JUNIN,YAULI,LA OROYA,-11.60527027,-75.85668735
JUNIN,TARMA,HUARICOLCA,-11.52564858,-75.61697264
JUNIN,SATIPO,PAMPA HERMOSA,-11.41376209,-74.84185964
JUNIN,TARMA,TAPO,-11.42956257,-75.52841733
JUNIN,SATIPO,COVIRIALI,-11.3174656,-74.65147399
JUNIN,YAULI,MARCAPOMACOCHA,-11.40488684,-76.25769956
JUNIN,JUNIN,JUNIN,-11.18881347,-76.0119236
LIMA,CAÑETE,IMPERIAL,-13.03309176,-76.36961964
LIMA,CAÑETE,SANTA CRUZ DE FLORES,-12.54989102,-76.64620134
LIMA,HUAROCHIRI,CARAMPOMA,-11.6397024,-76.38304191
LIMA,HUAROCHIRI,CHICLA,-11.66449883,-76.24379792
LIMA,HUAROCHIRI,HUACHUPAMPA,-11.69685486,-76.59579753
LIMA,LIMA,PACHACAMAC,-12.16000118,-76.8098705
LIMA,LIMA,PUNTA HERMOSA,-12.26924514,-76.74374501
AYACUCHO,LUCANAS,SAN PEDRO,-14.97111885,-74.20793956
AYACUCHO,LUCANAS,PUQUIO,-14.67630193,-74.01628205
AYACUCHO,LUCANAS,OCAÑA,-14.42746317,-74.8471655
AYACUCHO,LUCANAS,CHIPAO,-14.47716484,-73.75741797
AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,-14.22087346,-73.92560918
AYACUCHO,LUCANAS,AUCARA,-14.19446281,-74.15394964
AYACUCHO,SUCRE,SORAS,-14.20956095,-73.69099299
AYACUCHO,VICTOR FAJARDO,ASQUIPATA,-14.07581768,-73.93780987
AYACUCHO,VICTOR FAJARDO,APONGO,-14.06495742,-74.00685659
AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,-13.82628513,-74.53292474
AYACUCHO,VICTOR FAJARDO,HUAYA,-13.87802991,-73.97919901
AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,-13.74907588,-74.16987088
AYACUCHO,VICTOR FAJARDO,COLCA,-13.71485966,-74.03793262
CUSCO,PARURO,PACCARITAMBO,-13.76867102,-71.93712977
CUSCO,PARURO,COLCHA,-13.87094201,-71.86701002
CUSCO,CANAS,CHECCA,-14.49160498,-71.47773044
CUSCO,CANAS,QUEHUE,-14.36569034,-71.48950627
CUSCO,CANCHIS,SICUANI,-14.251017,-71.10360902
CUSCO,CANCHIS,COMBAPATA,-14.0881433,-71.33415376
CUSCO,CANCHIS,MARANGANI,-14.37363301,-71.09563118
CUSCO,CANCHIS,PITUMARCA,-13.8887915,-71.15816678
CUSCO,QUISPICANCHI,LUCRE,-13.64498473,-71.7678278
